Customer ID,Name,Age,Gender,Signup Date,Last Purchase,Total Purchases,Total Spent ($),Country,Email,Device Type,Is Subscribed,Feedback Score
7547,Dale Espinoza,28,Female,2021-08-12,2022-03-04,22,4625.99,UK,howellmichaela@moore.com,Tablet,Yes,7.5
7548,Todd Wright,34,Female,2021-07-08,2023-01-05,25,2241.74,USA,piercewilliam@moore.com,Tablet,Yes,6.0
7549,Zachary Flores,54,Male,2021-08-20,2023-12-29,45,3238.36,USA,francessmith@mitchell-garrett.info,Desktop,No,8.6
7550,Lindsey Houston,28,Male,2023-04-11,2024-09-01,13,3231.48,Singapore,zhorton@green-gomez.com,Desktop,Yes,10.0
7551,Sara Sutton,40,Male,2024-01-21,2024-01-28,22,2786.44,Germany,kenneth48@yahoo.com,Mobile,No,8.0
7552,Joshua Brown,50,Female,2021-07-11,2022-04-18,40,444.45,Brazil,longanthony@hotmail.com,Mobile,No,10.0
7553,Stacey Werner,33,Male,2023-03-13,2025-04-29,38,3213.09,Canada,gregory76@gmail.com,Desktop,No,5.2
7554,Michele Weaver,41,Female,2024-02-08,2025-03-30,4,2568.4,UK,josemontoya@adams-hill.net,Desktop,No,5.8
7555,Beth Adams,26,Male,2024-07-16,2024-11-18,12,3718.24,Germany,william48@hall-sutton.net,Mobile,Yes,8.8
7556,Joshua Vargas,48,Male,2021-10-08,2024-05-24,36,2135.79,India,steven72@deleon-cole.com,Tablet,No,7.9
7557,David Brooks,56,Female,2023-04-16,2024-11-28,33,4137.73,Australia,fernandezpaul@parker.org,Tablet,No,9.5
7558,Christopher White,36,Female,2023-04-24,2025-05-24,47,3169.03,UAE,davidlowery@yahoo.com,Mobile,Yes,7.5
7559,Taylor Hunt,35,Male,2024-01-16,2024-03-26,48,1865.33,Australia,marcus53@clayton.com,Desktop,Yes,6.2
7560,Anthony Martin,53,Female,2023-06-29,2025-01-02,37,725.07,UK,eric07@gmail.com,Desktop,Yes,7.2
7561,Mr. Jimmy Meyer,65,Male,2020-12-20,2023-11-13,22,4102.87,UAE,dylanstevens@hotmail.com,Tablet,No,5.2
7562,James Coffey,58,Male,2022-02-07,2024-08-12,8,3742.68,USA,trivera@baker.biz,Desktop,No,5.8
7563,Anthony Gallegos,65,Female,2022-09-01,2023-08-23,12,3284.05,India,barnettkathryn@trujillo.com,Mobile,No,9.0
7564,Justin Johnson,60,Female,2020-12-12,2022-12-08,29,2133.36,China,dawn06@morgan.com,Mobile,No,8.8
7565,Derrick King,21,Female,2023-07-29,2024-09-18,37,2041.37,Singapore,patriciacole@thompson-bryant.com,Mobile,Yes,8.0
7566,Dr. Oscar Taylor,30,Female,2022-06-06,2025-03-20,18,894.1,Canada,ashleyrodriguez@gmail.com,Desktop,Yes,4.9
7567,David Curry,63,Male,2022-06-23,2023-11-11,2,2179.37,Canada,margaretmarsh@mcmillan.com,Tablet,Yes,7.0
7568,Linda Lawson,26,Female,2022-10-27,2025-03-21,41,382.4,Germany,yhernandez@yahoo.com,Desktop,Yes,5.7
7569,Samuel Reynolds,62,Male,2023-01-18,2025-02-08,31,402.42,UK,crice@crawford.com,Tablet,No,9.3
7570,Edward Moody,30,Male,2022-04-07,2022-12-22,3,3063.05,UAE,ashley49@yahoo.com,Tablet,No,6.6
7571,Anna Le,52,Male,2022-08-20,2022-12-22,42,4556.24,Brazil,hollygonzales@sanchez.com,Tablet,No,5.9
7572,Richard Soto,33,Male,2022-02-08,2024-03-06,48,4938.34,UK,phillipsearl@chapman.com,Desktop,Yes,7.5
7573,Monica Edwards,65,Female,2024-03-24,2025-04-04,18,2952.99,Canada,ybradford@yahoo.com,Desktop,No,6.5
7574,Robert Thomas,21,Female,2024-05-08,2025-06-27,29,3270.1,Australia,smyers@yahoo.com,Desktop,No,9.7
7575,Amy Johnson,28,Female,2021-06-01,2021-11-24,41,4685.52,Germany,joseph21@moore.org,Mobile,No,6.4
7576,Valerie Mccoy,60,Male,2022-04-07,2024-04-11,30,2644.79,USA,jason19@gmail.com,Tablet,Yes,5.4
7577,Joseph Hunt,64,Male,2021-02-13,2023-08-20,7,719.27,Canada,jmeyer@lane.net,Tablet,Yes,4.3
7578,Melanie Cook,41,Female,2023-11-17,2024-03-04,39,3218.84,UK,rwhite@yahoo.com,Mobile,Yes,7.5
7579,Mrs. Andrea Olson PhD,65,Female,2020-10-28,2021-12-01,20,3596.47,USA,amycobb@gmail.com,Mobile,No,6.7
7580,Samantha Ramsey,34,Male,2023-01-19,2025-03-02,4,3306.58,USA,abbottandre@hotmail.com,Desktop,Yes,5.4
7581,Mary Chung,62,Male,2021-02-21,2021-03-20,45,403.36,Canada,william25@gmail.com,Tablet,Yes,9.3
7582,Douglas Garcia,19,Female,2022-02-25,2023-09-16,37,3024.7,USA,james46@cook.com,Tablet,No,8.5
7583,Kevin Taylor,36,Male,2023-08-29,2024-07-14,17,473.71,India,travisgonzales@evans.com,Mobile,No,7.5
7584,Patricia Hernandez,20,Female,2022-02-05,2025-06-21,44,4840.43,India,jferguson@cohen-lamb.com,Mobile,No,9.5
7585,Bryan Briggs,41,Male,2023-12-12,2025-07-23,14,486.41,China,janicebrown@delacruz.com,Tablet,No,8.5
7586,Sara Hill,53,Female,2022-06-01,2023-06-19,3,1965.84,USA,brookscindy@yahoo.com,Desktop,No,6.3
7587,Mallory King,69,Female,2022-02-18,2025-01-25,42,623.02,India,briangonzalez@yahoo.com,Desktop,Yes,5.9
7588,Jay Park,40,Male,2020-12-14,2022-02-28,22,2045.53,Brazil,chadhays@brown-price.info,Desktop,Yes,8.7
7589,Thomas Johnson,35,Male,2023-01-05,2023-01-26,30,2396.94,UK,kevinlee@gmail.com,Mobile,No,8.1
7590,April Coleman,67,Male,2023-09-28,2024-02-29,35,1971.99,India,michaelli@hancock-robbins.biz,Desktop,Yes,7.8
7591,Tara Hernandez,25,Male,2021-10-15,2022-01-10,46,2200.41,Singapore,joannamccoy@yahoo.com,Mobile,No,6.2
7592,Traci Jones,31,Female,2022-08-30,2023-11-18,40,1004.4,India,aliciaramos@yahoo.com,Mobile,No,8.4
7593,Tina Dunlap,24,Female,2022-07-01,2025-03-06,21,101.57,Canada,justin31@hotmail.com,Tablet,No,6.4
7594,Donald Craig,29,Female,2022-03-14,2022-04-10,23,1116.48,USA,chavezjeffrey@foster-white.com,Desktop,Yes,7.3
7595,Mario Williamson,49,Male,2023-08-20,2023-11-09,12,770.85,Singapore,leonardsnyder@glover.com,Mobile,No,9.7
7596,Tyler Jacobson,64,Male,2023-11-06,2023-11-15,35,3257.36,Canada,rsharp@gmail.com,Desktop,Yes,6.5
7597,Meagan Harrington,37,Male,2024-06-25,2025-06-12,36,2611.92,USA,robert67@harrison-evans.net,Tablet,No,5.1
7598,James Rowland,61,Male,2022-11-26,2024-11-29,21,3840.47,Germany,williamrichard@hotmail.com,Mobile,No,5.9
7599,Jacob Hurst,20,Male,2024-03-25,2025-02-11,44,123.93,Brazil,joshuadavis@huang.org,Tablet,Yes,9.0
7600,Carla Burke,68,Male,2022-03-15,2025-06-18,38,4916.35,Canada,asimmons@tucker.org,Mobile,Yes,7.9
7601,Kevin Williams,69,Male,2023-08-08,2024-01-25,11,4181.46,Brazil,sharonwashington@mccullough.com,Desktop,Yes,7.3
7602,Samantha Wong,68,Male,2023-05-19,2025-03-30,43,3518.99,UK,ronald70@duran.net,Tablet,No,6.7
7603,Kyle Miller,37,Male,2021-08-21,2024-10-23,22,3564.39,Canada,ramireztroy@farrell-barajas.com,Tablet,Yes,8.2
7604,Elizabeth Perez,69,Female,2022-11-12,2024-09-05,17,3197.82,Canada,michelethomas@rubio.com,Tablet,No,6.2
7605,Toni Williams,70,Male,2021-12-30,2023-12-15,10,2055.62,Canada,timothy99@brown-parsons.com,Tablet,Yes,8.0
7606,Sean Gonzales,48,Male,2022-07-03,2022-09-21,35,4687.38,Australia,douglasrowe@yahoo.com,Tablet,No,6.4
7607,Kyle Rodriguez,45,Female,2022-10-10,2024-05-31,36,359.63,India,mccarthytaylor@kirby-taylor.com,Mobile,No,6.2
7608,Stephen Chavez,22,Male,2020-11-30,2021-10-16,37,3220.69,UK,robertsanders@gmail.com,Tablet,No,6.5
7609,James Gonzales,27,Female,2022-07-03,2023-06-08,13,145.19,Australia,jonathan55@yahoo.com,Desktop,No,6.9
7610,Breanna Murphy,49,Male,2024-07-03,2025-01-20,43,1957.8,Singapore,flambert@beard.com,Tablet,Yes,7.4
7611,Angela Patel,18,Female,2022-07-26,2024-08-20,1,2577.87,UK,brownangela@ramirez.net,Desktop,Yes,7.9
7612,Courtney Powell,50,Male,2023-09-20,2024-08-14,41,1824.63,Germany,reedjustin@stewart.com,Mobile,Yes,2.0
7613,Christopher White,40,Female,2024-07-22,2024-10-03,37,933.15,China,rowlandalyssa@yahoo.com,Mobile,Yes,6.3
7614,Barbara Mckee,68,Female,2020-10-19,2021-02-04,25,465.29,Australia,villegaswilliam@robinson.net,Tablet,Yes,6.9
7615,Julia Garcia,19,Male,2021-08-15,2024-11-12,29,4140.02,UK,annamcgee@hotmail.com,Tablet,No,9.8
7616,Mark Avila,64,Male,2023-12-03,2023-12-27,44,745.1,Australia,tiffany24@hutchinson.com,Mobile,No,5.9
7617,Ariana Gibbs,55,Female,2020-10-12,2025-05-23,50,596.26,India,hallthomas@cherry.com,Mobile,No,7.7
7618,Tonya Burton,18,Male,2024-05-12,2024-07-04,40,183.48,Brazil,ian26@yahoo.com,Mobile,No,9.7
7619,Joseph Wilson,43,Female,2020-10-22,2021-09-18,14,3799.18,USA,bryansantos@norton.com,Tablet,No,5.5
7620,Andrew Wagner,32,Male,2021-09-14,2022-06-19,14,4090.31,Brazil,fwright@yahoo.com,Tablet,No,8.1
7621,Stephanie Baker,20,Female,2022-08-06,2023-12-16,26,3525.94,Singapore,stephaniebeck@hotmail.com,Desktop,Yes,6.3
7622,Kimberly West,68,Female,2023-07-12,2025-01-28,23,148.01,USA,erikyoung@yahoo.com,Tablet,Yes,6.7
7623,Eric Duncan,39,Male,2022-07-10,2025-05-04,44,3061.66,China,shirleyramirez@gmail.com,Mobile,Yes,6.3
7624,Mikayla Mcpherson,44,Male,2021-06-17,2025-05-11,24,287.38,Brazil,oowens@yahoo.com,Tablet,Yes,6.4
7625,Brenda Wilson,40,Female,2020-08-12,2021-10-26,28,4644.23,Canada,juliearnold@gmail.com,Mobile,No,10.0
7626,Robert Vargas,67,Male,2021-03-20,2023-09-17,9,1343.18,Australia,robert07@hotmail.com,Mobile,No,8.8
7627,Mr. Barry Olson,21,Female,2024-01-15,2024-08-03,1,3510.87,Brazil,megan14@hotmail.com,Tablet,Yes,9.2
7628,Phyllis Harris,46,Female,2021-10-01,2024-07-17,6,2927.24,China,davidadams@yahoo.com,Mobile,No,8.2
7629,Jessica Campbell,57,Male,2020-12-13,2024-10-05,27,2491.91,Canada,jsimpson@mayo.biz,Tablet,Yes,5.1
7630,Melanie Armstrong,33,Male,2022-10-16,2024-09-21,6,2277.1,Canada,dallen@jackson.com,Tablet,Yes,8.1
7631,Rebecca Johnson,25,Female,2022-01-27,2023-03-15,28,2222.49,UAE,graylynn@vazquez-smith.com,Mobile,Yes,9.1
7632,Justin Martin,35,Male,2021-04-12,2023-06-06,32,1728.0,Germany,bkirk@fisher.biz,Tablet,Yes,6.2
7633,Trevor Baker,39,Female,2021-04-06,2025-03-23,23,3240.89,UK,aharris@gmail.com,Mobile,No,8.9
7634,Brian Farrell,21,Male,2023-10-21,2024-10-21,36,1998.63,Germany,dgordon@yahoo.com,Tablet,Yes,8.6
7635,Jeremiah Bell,31,Female,2021-08-09,2022-01-26,32,1491.13,Australia,thomastracy@ashley-hernandez.biz,Desktop,No,10.0
7636,Kelly Jensen MD,43,Female,2022-12-01,2025-01-23,24,4274.45,UAE,goldendaniel@gmail.com,Mobile,No,6.9
7637,Erica Hall,33,Female,2020-10-27,2023-08-02,43,3508.67,Singapore,moralesvictoria@gmail.com,Desktop,Yes,5.9
7638,William Ward,56,Male,2022-12-07,2023-03-04,32,55.14,India,gbridges@harper-woods.com,Mobile,Yes,7.0
7639,Kim Shah,47,Male,2023-11-04,2024-04-26,49,4140.97,USA,coxkelsey@gmail.com,Mobile,No,9.7
7640,Heather Lewis,52,Male,2022-12-21,2023-12-21,1,622.6,Germany,marcusbrown@gmail.com,Tablet,Yes,4.8
7641,Shari Hamilton,69,Male,2020-12-10,2025-06-01,33,803.52,Germany,armstrongjennifer@sanchez-daniel.biz,Desktop,Yes,4.4
7642,Vincent Harvey,70,Female,2022-07-04,2023-06-07,1,3006.53,Brazil,davisrachel@hotmail.com,Mobile,No,7.6
7643,James Vazquez,40,Female,2022-01-02,2024-02-18,46,2625.26,UAE,adrianmorrison@yahoo.com,Mobile,No,6.8
7644,Shelby Maynard,43,Male,2022-12-15,2025-07-31,37,141.46,Australia,joshuajackson@kidd.com,Desktop,No,7.5
7645,Zachary Haynes,35,Male,2021-12-08,2022-05-02,18,1155.76,Brazil,tiffanymelton@yahoo.com,Desktop,No,8.9
7646,Lauren Kelly,63,Male,2022-10-20,2024-09-02,28,4795.12,UK,deanstacy@schultz-franklin.com,Mobile,Yes,6.7
7647,William Boyd,47,Female,2022-11-21,2024-07-28,9,2186.06,USA,costajenny@daniels.info,Desktop,No,4.7
7648,Brianna Henry,67,Male,2023-06-16,2023-11-18,11,3634.64,USA,ramirezjustin@guerra.org,Tablet,Yes,10.0
7649,Jessica Collins,51,Female,2021-07-29,2022-06-14,27,1810.72,UAE,andrewwilliams@hotmail.com,Tablet,Yes,6.0
7650,Christopher Greene,23,Female,2023-08-31,2025-05-13,25,2727.6,Australia,chelseagreen@brewer.com,Desktop,Yes,5.9
7651,Daniel Campbell,30,Female,2024-01-14,2024-11-15,18,1793.77,Brazil,andrewle@gmail.com,Mobile,Yes,9.2
7652,Timothy Jones,29,Male,2023-03-16,2023-07-09,35,1505.48,Singapore,jason08@hotmail.com,Desktop,Yes,6.9
7653,Zachary Owens,68,Female,2022-03-30,2023-04-11,20,1312.33,Germany,matthew23@patterson.com,Tablet,No,7.4
7654,Angela Price,32,Female,2022-01-02,2023-02-23,50,3238.32,USA,jon26@martin.biz,Tablet,Yes,8.2
7655,John Booker,50,Female,2023-09-30,2024-08-18,29,1730.28,Singapore,mark96@roberson.com,Tablet,No,9.1
7656,Sarah Fletcher,46,Female,2024-04-20,2024-09-27,49,1119.57,China,jacquelinebeck@gmail.com,Tablet,Yes,7.0
7657,Jimmy Salas,59,Female,2024-03-26,2024-04-24,12,3566.88,USA,xfoster@gmail.com,Mobile,Yes,9.8
7658,Patricia Knight,36,Male,2022-04-24,2023-09-02,42,2461.65,UAE,jennifer92@hotmail.com,Mobile,Yes,4.3
7659,Emily Mitchell,36,Female,2022-01-06,2025-02-25,47,4755.01,India,tkidd@case.com,Desktop,Yes,8.6
7660,David Scott,68,Male,2024-05-18,2025-07-15,8,3789.7,Australia,djones@hotmail.com,Desktop,No,6.2
7661,Lisa Copeland,65,Male,2024-02-15,2024-06-04,34,4660.33,Australia,gallaghercarla@gmail.com,Mobile,Yes,9.6
7662,Judy Rodriguez,19,Female,2021-06-25,2021-11-11,28,4374.84,China,rebeccahicks@hotmail.com,Tablet,No,7.7
7663,Brittany Pham,50,Male,2022-10-16,2023-06-19,46,1586.65,UAE,bcarter@rose.com,Desktop,No,6.5
7664,Isaac Ferguson,53,Male,2020-09-27,2021-07-01,49,2904.34,China,scottchristine@hotmail.com,Desktop,No,8.5
7665,Kim Pierce,62,Male,2024-04-20,2024-06-23,41,3312.2,Canada,aharrison@yahoo.com,Tablet,No,8.8
7666,William Chen,19,Male,2021-06-21,2024-06-26,37,2775.15,Germany,dcrawford@bates-williams.com,Tablet,Yes,8.5
7667,Brooke Stevens,65,Female,2021-07-15,2023-12-12,25,4901.44,Australia,jeremiah74@marquez-price.com,Tablet,Yes,6.0
7668,Steve Harrington,51,Male,2022-01-09,2025-07-04,17,1506.36,China,dawsonamanda@robinson.net,Desktop,Yes,6.8
7669,Antonio Brooks,26,Female,2024-06-19,2025-02-06,22,4941.66,UK,charles86@stone.com,Tablet,Yes,7.5
7670,John Fernandez,22,Female,2021-07-18,2024-01-05,43,4681.04,USA,rollinskaren@hotmail.com,Desktop,Yes,7.4
7671,Tasha Patel,47,Male,2021-10-23,2024-06-01,40,260.11,Canada,tara26@moore-moreno.info,Tablet,No,8.6
7672,Victoria Mcdowell,51,Female,2023-03-10,2025-02-03,2,424.73,USA,paulrobin@curry-freeman.net,Tablet,Yes,4.5
7673,Joseph Pierce,33,Female,2021-08-15,2021-10-16,21,398.67,Brazil,rpeterson@gmail.com,Tablet,Yes,8.0
7674,Dakota Gutierrez,56,Female,2023-01-25,2024-09-21,23,1403.2,India,glasslaurie@berry.net,Tablet,Yes,7.1
7675,Jennifer Miller,30,Female,2021-02-21,2023-04-12,36,2628.34,Canada,cassiehorne@walsh.net,Tablet,No,6.2
7676,Elizabeth Smith,66,Female,2021-10-29,2023-03-26,10,4423.56,USA,amybranch@estes.org,Desktop,No,6.4
7677,Suzanne Wolf,32,Male,2021-01-13,2024-12-25,3,4112.86,Brazil,sarah18@bruce.com,Desktop,Yes,7.2
7678,Robert Harris,59,Male,2023-12-07,2024-02-24,29,2566.39,Singapore,mooretiffany@yahoo.com,Desktop,No,2.1
7679,Robert Blevins,39,Male,2022-11-03,2024-09-17,3,3897.64,Germany,warrenlarry@yahoo.com,Tablet,No,6.4
7680,Dennis Richard Jr.,48,Female,2022-03-13,2022-08-28,46,345.26,Germany,loganmack@hotmail.com,Desktop,No,6.2
7681,Sara Mcneil,31,Male,2020-09-07,2025-04-03,25,386.41,UK,iansawyer@martinez.com,Desktop,No,8.3
7682,Chelsea Orr,35,Male,2021-11-01,2024-09-23,23,3834.18,India,reidkenneth@yahoo.com,Desktop,Yes,6.3
7683,George Carson,27,Female,2023-11-08,2025-07-14,28,2107.93,India,rgordon@gmail.com,Tablet,No,7.2
7684,Robert Tate,50,Male,2023-09-07,2024-08-26,45,1358.91,Germany,wallen@hotmail.com,Desktop,No,9.8
7685,Kendra May,52,Female,2022-09-13,2024-05-04,5,2245.89,UK,hugheslaurie@gmail.com,Tablet,No,9.0
7686,Ryan Porter,61,Female,2022-12-22,2025-04-30,48,2502.5,Germany,jameshammond@gmail.com,Mobile,No,8.9
7687,Sonya Montes,22,Female,2024-04-25,2025-02-05,26,195.94,Singapore,arroyojennifer@gonzalez-rivas.info,Tablet,No,6.8
7688,Scott Abbott,67,Male,2023-06-08,2025-07-19,39,1920.37,USA,charlesbird@frederick.org,Tablet,Yes,8.3
7689,Jason Bradley,21,Male,2021-02-14,2022-07-25,21,2090.98,China,benjamincontreras@gmail.com,Mobile,No,7.1
7690,Gavin Cummings,56,Female,2023-11-25,2025-02-06,9,2258.24,Germany,gabriella14@gmail.com,Tablet,No,7.2
7691,Steven Johnson DDS,48,Female,2023-05-01,2023-09-30,25,1676.0,USA,kathleen31@hotmail.com,Mobile,Yes,8.1
7692,Steven Steele,37,Female,2023-02-11,2024-12-31,49,650.97,UAE,moralesjohnny@yahoo.com,Mobile,Yes,6.6
7693,Shelby Payne,46,Female,2021-11-14,2024-12-17,43,4396.46,UK,cheyennesherman@yahoo.com,Tablet,Yes,9.7
7694,Bradley Miranda,44,Female,2020-09-02,2025-01-16,42,3868.97,UAE,angela54@gmail.com,Mobile,Yes,7.3
7695,Nathaniel Larsen,60,Female,2023-09-11,2025-06-04,31,1841.63,UK,saraharmstrong@webster.com,Desktop,No,8.4
7696,Jeremy Dixon,66,Female,2023-07-21,2024-07-23,22,3387.34,Canada,boydjulie@hughes.com,Mobile,Yes,9.7
7697,Tony Davis,67,Female,2024-01-08,2024-08-15,38,3187.78,China,fordcatherine@murray.com,Tablet,Yes,9.0
7698,Frank Harmon,56,Female,2024-01-13,2024-08-08,24,3119.87,UAE,andrew16@tran-holt.info,Mobile,No,5.4
7699,Kyle Walsh,60,Female,2023-11-29,2024-09-19,41,4698.55,UK,hayesjared@hotmail.com,Tablet,Yes,8.2
7700,Tanya Rowe,55,Female,2021-03-03,2024-04-02,29,216.45,Canada,rcabrera@smith-raymond.biz,Desktop,No,8.8
7701,Brandon Ellis,43,Female,2024-04-04,2025-03-12,33,4387.78,Germany,wardshawn@hotmail.com,Tablet,Yes,8.8
7702,Cassandra Lowe,22,Female,2020-08-03,2023-11-30,25,3873.94,Brazil,austinandre@wagner.biz,Mobile,No,5.8
7703,James Sherman,21,Female,2024-04-30,2024-10-26,16,2581.64,UAE,wesley88@smith-paul.com,Tablet,Yes,6.5
7704,Steve David,51,Female,2023-12-22,2024-07-07,5,4263.88,UAE,dakota61@hotmail.com,Tablet,Yes,9.0
7705,Manuel Bates,35,Female,2022-01-07,2024-06-08,15,172.03,Brazil,katherinejohnson@yahoo.com,Tablet,No,6.4
7706,Kevin Houston,63,Male,2023-07-08,2024-02-22,36,1623.7,Canada,heather22@hotmail.com,Mobile,No,7.1
7707,Deborah Singh,21,Male,2022-08-21,2024-05-04,40,4490.15,Canada,wdavis@alexander.biz,Tablet,Yes,9.9
7708,Juan Salas,37,Female,2023-02-04,2023-08-20,33,2649.53,Brazil,jpatterson@bowers.com,Tablet,Yes,7.4
7709,Thomas Watson,52,Female,2024-06-09,2025-06-12,26,1036.85,Canada,atran@graham-smith.biz,Tablet,Yes,6.4
7710,Joe Lester,49,Male,2022-05-12,2023-02-24,20,2224.02,Singapore,jamiefrank@gmail.com,Mobile,Yes,6.2
7711,Danielle Hernandez,40,Female,2024-03-19,2025-02-06,36,2307.71,Singapore,fhood@hotmail.com,Tablet,Yes,8.0
7712,Robin Johnston,39,Female,2022-11-12,2025-03-21,8,4202.54,Australia,ortegawesley@brewer.com,Mobile,Yes,5.5
7713,Michael Gray,65,Female,2024-01-25,2025-03-28,14,1921.52,Singapore,melissajackson@jackson.com,Mobile,Yes,7.1
7714,Timothy Martin,65,Female,2022-12-29,2023-02-05,13,362.13,USA,matthewfisher@ramirez-skinner.com,Tablet,Yes,8.0
7715,Tanner Ashley,22,Male,2023-02-06,2024-07-03,26,2154.55,India,yolson@hodges.com,Desktop,Yes,9.4
7716,Jennifer Barnes,37,Female,2020-10-26,2023-04-03,40,3635.68,China,williepark@gmail.com,Tablet,No,8.5
7717,Jason Herrera,48,Female,2022-11-29,2024-07-09,12,4681.78,India,heatherhoward@hotmail.com,Tablet,Yes,6.4
7718,Dr. Jeremy Gibson,29,Female,2022-06-03,2024-01-29,30,2869.01,UK,liumatthew@gray.biz,Mobile,No,9.3
7719,Kimberly Wood,49,Female,2022-01-22,2022-04-08,42,4876.94,China,sharon79@camacho-ortiz.com,Desktop,No,7.1
7720,Travis Jensen,20,Female,2022-04-24,2022-10-28,7,1992.49,Singapore,ashleycastro@hotmail.com,Mobile,No,5.6
7721,Rebecca Moses,51,Female,2024-05-26,2024-09-12,30,3067.94,UAE,huntermichelle@chen-barrett.com,Desktop,No,7.2
7722,Tonya Foster,62,Male,2024-02-29,2024-11-04,13,4785.19,UK,mooresabrina@gmail.com,Tablet,Yes,9.7
7723,Shane Nielsen,19,Male,2021-09-29,2024-07-17,19,3804.4,Germany,hopkinsrandall@leonard.biz,Desktop,Yes,7.7
7724,Rodney Smith,34,Female,2024-07-01,2024-12-26,18,686.45,Canada,jbrandt@yahoo.com,Desktop,Yes,7.5
7725,Patricia Stevens,22,Female,2023-09-01,2025-07-10,21,2613.58,UK,jonesmichael@yahoo.com,Mobile,Yes,10.0
7726,Heather Rocha,53,Male,2021-10-15,2023-06-20,37,1699.57,Singapore,xfry@yahoo.com,Mobile,Yes,5.4
7727,Jamie Kim,46,Male,2022-04-07,2023-05-07,28,2308.24,Australia,monique57@buchanan.org,Tablet,Yes,5.6
7728,Anthony Proctor,70,Male,2024-02-02,2025-05-18,14,531.1,Australia,cynthia74@hotmail.com,Desktop,No,5.1
7729,Tammy Tran,33,Male,2020-11-26,2025-05-16,13,2031.23,Canada,jasmine09@ross-harris.org,Mobile,No,8.1
7730,Dennis Rivera,38,Male,2021-03-21,2022-07-22,15,4806.94,Germany,hhood@york-peterson.biz,Mobile,Yes,7.7
7731,Ryan Webster,70,Male,2022-08-28,2024-03-14,3,546.15,UAE,sonyamiller@gmail.com,Desktop,No,9.8
7732,Donald Neal,46,Female,2023-01-17,2024-09-23,50,4286.32,India,littlesarah@baker-lee.com,Desktop,No,7.9
7733,Michael Alexander,54,Female,2023-04-13,2024-11-14,31,259.28,India,jennifer21@murphy-gonzales.com,Tablet,No,6.9
7734,Joseph Navarro,18,Female,2023-06-25,2024-03-27,28,2687.65,UK,benjaminlong@gmail.com,Desktop,Yes,7.5
7735,Jeffrey Tyler,29,Male,2021-02-24,2021-10-07,5,4499.91,Germany,smithbrett@hotmail.com,Desktop,No,7.7
7736,Shannon Kerr,41,Female,2022-07-18,2025-07-14,13,3938.73,Singapore,zdorsey@gmail.com,Tablet,Yes,5.0
7737,Sean Rios,45,Female,2022-10-31,2023-04-18,16,2125.82,Canada,katherinejohnson@gmail.com,Tablet,No,10.0
7738,Jennifer Hurst,64,Female,2022-05-18,2024-09-24,38,2563.41,India,cantumadison@gmail.com,Mobile,No,8.3
7739,Shannon Guzman,30,Male,2023-02-17,2025-03-29,27,4304.2,Germany,dhobbs@yahoo.com,Tablet,Yes,7.8
7740,Steven Brooks,58,Male,2022-03-10,2024-05-10,25,4112.4,USA,brandonlewis@hotmail.com,Desktop,Yes,8.4
7741,Jose Davis,55,Female,2023-05-22,2024-09-24,10,3099.15,UK,calvin08@kelley.com,Mobile,Yes,8.6
7742,Heidi Howard,57,Male,2024-06-11,2025-05-05,18,2262.15,Germany,kpierce@hudson.com,Tablet,No,7.3
7743,Samantha Mcdaniel,21,Female,2023-04-12,2024-05-13,39,3335.32,China,josephedwards@yahoo.com,Mobile,Yes,6.6
7744,Julie Erickson,54,Male,2024-01-29,2024-10-20,33,2426.65,India,jessica94@yahoo.com,Mobile,Yes,8.4
7745,Craig Wood,19,Male,2020-08-16,2025-04-16,33,797.57,Brazil,michelle80@ayers.com,Tablet,Yes,8.1
7746,Raymond Fry,55,Male,2024-04-12,2024-08-20,7,1876.95,USA,pgibson@figueroa.org,Tablet,No,6.3
7747,Rachel Maxwell,57,Female,2021-10-01,2022-01-18,20,2475.85,Australia,joneswilliam@baker.com,Mobile,No,9.6
7748,Lori Rosales,53,Male,2020-09-05,2025-01-03,47,3158.93,Australia,vbond@austin.info,Tablet,Yes,7.9
7749,Tyler Warner MD,33,Male,2020-11-08,2024-03-19,20,3650.6,USA,ambercollins@yahoo.com,Mobile,No,8.6
7750,Janet Wolfe,61,Female,2024-03-10,2025-06-28,27,2628.01,India,mgraham@yahoo.com,Tablet,Yes,9.6
7751,Sharon Hudson,25,Female,2020-10-29,2022-08-20,14,4592.39,Australia,sarahfox@wilson.com,Mobile,No,7.5
7752,Jacob Newman,49,Female,2023-09-12,2025-03-04,13,969.54,India,ericaadams@hotmail.com,Mobile,No,8.0
7753,Christine Mccall,35,Female,2024-05-09,2025-07-16,40,3175.22,Brazil,lhodges@stewart-young.biz,Mobile,Yes,8.7
7754,Micheal Meza,66,Female,2022-06-27,2025-06-17,39,3690.26,India,carneystephanie@yahoo.com,Tablet,No,6.4
7755,Kimberly Hudson,57,Male,2022-09-10,2022-11-20,39,4328.21,Germany,ztaylor@manning.net,Desktop,No,7.6
7756,Carol Case,22,Female,2023-06-11,2023-10-05,42,2110.67,Brazil,anita79@yahoo.com,Mobile,Yes,7.7
7757,James Hopkins,70,Female,2021-08-07,2025-03-10,37,1548.01,Germany,jocelyn26@campbell.org,Desktop,Yes,6.1
7758,Lori Bell,54,Male,2021-03-20,2022-04-17,5,2131.7,China,brendaleon@hoffman.com,Mobile,Yes,10.0
